Order ID,Order Date,Customer ID,Type,SKU,Category,Product Name,Unit Price,Qty,Total,Discount Code,Disc %,Payment,Source,City,State,Warehouse,Del Date,Status,Return?,Reason,Ret Rec,Refund,Expected Total,Delivery Days,Order week
UT-100216,27-11-2024,CUST_10215,New,TOP-GLT-L,Tops,Glitter Tank,1599,1,1599,,0,UPI,Instagram Shop,Surat,Gujarat,Mumbai,13-12-2024,Delivered,Yes,Wrong Item,10-01-2025,Processed,1599,16,25-11-2024
UT-100217,28-11-2024,CUST_10216,New,DRS-STR-S,Dresses,Star Print Dress,2599,1,2599,Nov-15,15,Wallet,Website,Patna,Bihar,Delhi,15-12-2024,Delivered,No,,,Not Applicable,2599,17,25-11-2024
UT-100218,28-11-2024,CUST_10217,Returning,BOT-MTL-M,Bottoms,Metallic Pants,2399,1,2399,,0,Debit Card,Mobile App,Bhopal,Madhya Pradesh,Mumbai,13-12-2024,Delivered,Yes,Changed Mind,11-01-2025,Processed,2399,15,25-11-2024
UT-100219,28-11-2024,CUST_10218,New,OUT-FRM-L,Outerwear,Formal Coat,6499,1,6499,,0,Credit Card,Instagram Shop,Nagpur,Maharashtra,Mumbai,16-12-2024,Delivered,Yes,Size Issue,14-01-2025,Processed,6499,18,25-11-2024
UT-100220,29-11-2024,CUST_10219,New,ACC-RBN-OS,Accessories,Ribbon Choker,499,2,998,,0,UPI,Website,Coimbatore,Tamil Nadu,Bangalore,14-12-2024,Delivered,No,,,Not Applicable,998,15,25-11-2024
UT-100221,29-11-2024,CUST_10220,New,TOP-VNY-M,Tops,Vinyl Top,1999,1,1999,,0,COD,Mobile App,Kochi,Kerala,Bangalore,,RTO,No,,,Not Applicable,1999,-45625,25-11-2024
UT-100222,29-11-2024,CUST_10221,New,DRS-NYE-L,Dresses,New Year Gown,5499,1,5499,Nov-15,15,Credit Card,Instagram Shop,Vizag,Andhra Pradesh,Bangalore,17-12-2024,Delivered,Yes,Quality Defect,15-01-2025,Processed,5499,18,25-11-2024
UT-100223,30-11-2024,CUST_10222,Returning,BOT-LTX-S,Bottoms,Latex Pants,2799,1,2799,,0,Wallet,Website,Thiruvananthapuram,Kerala,Bangalore,15-12-2024,Delivered,No,,,Not Applicable,2799,15,25-11-2024
UT-100224,30-11-2024,CUST_10223,New,OUT-GLM-M,Outerwear,Glam Jacket,5299,1,5299,,0,Debit Card,Mobile App,Mysore,Karnataka,Bangalore,18-12-2024,Delivered,Yes,Damaged in Transit,16-01-2025,Processed,5299,18,25-11-2024
UT-100225,30-11-2024,CUST_10224,New,ACC-GEM-OS,Accessories,Gemstone Ring,1099,1,1099,,0,UPI,Instagram Shop,Vadodara,Gujarat,Mumbai,16-12-2024,Delivered,Yes,Size Issue,14-01-2025,Processed,1099,16,25-11-2024
UT-100226,01-12-2024,CUST_10225,New,TOP-HOD-L,Tops,Zip Hoodie,2499,1,2499,Dec-20,20,Credit Card,Website,Mumbai,Maharashtra,Mumbai,06-12-2024,Delivered,No,,,Not Applicable,2499,5,25-11-2024
UT-100227,01-12-2024,CUST_10226,New,OUT-COT-M,Outerwear,Puffer Coat,6499,1,6499,Dec-20,20,COD,Mobile App,Delhi,Delhi,Delhi,08-12-2024,Delivered,Yes,Changed Mind,28-12-2024,Pending,6499,7,25-11-2024
UT-100228,01-12-2024,CUST_10227,Returning,ACC-MFL-OS,Accessories,Cashmere Scarf,1499,1,1499,,0,UPI,Instagram Shop,Chandigarh,Punjab,Delhi,07-12-2024,Delivered,No,,,Not Applicable,1499,6,25-11-2024
UT-100229,01-12-2024,CUST_10228,New,DRS-PLT-M,Dresses,Pleated Dress,2899,1,2899,Dec-20,20,Debit Card,Website,Amritsar,Punjab,Delhi,09-12-2024,Delivered,Yes,Size Issue,30-12-2024,Processed,2899,8,25-11-2024
UT-100230,02-12-2024,CUST_10229,New,TOP-THR-L,Tops,Thermal Top,1599,2,3198,,0,Credit Card,Mobile App,Shimla,Himachal Pradesh,Delhi,09-12-2024,Delivered,No,,,Not Applicable,3198,7,02-12-2024
UT-100231,02-12-2024,CUST_10230,New,BOT-FLC-M,Bottoms,Fleece Joggers,1799,1,1799,Dec-20,20,Wallet,Instagram Shop,Dehradun,Uttarakhand,Delhi,10-12-2024,Delivered,No,,,Not Applicable,1799,8,02-12-2024
UT-100232,02-12-2024,CUST_10231,New,OUT-WND-L,Outerwear,Windbreaker,3299,1,3299,,0,UPI,Website,Srinagar,Jammu & Kashmir,Delhi,11-12-2024,Delivered,Yes,Wrong Item,02-01-2025,Pending,3299,9,02-12-2024
UT-100233,02-12-2024,CUST_10232,Returning,ACC-BNE-OS,Accessories,Beanie Cap,599,2,1198,Dec-20,20,COD,Mobile App,Manali,Himachal Pradesh,Delhi,10-12-2024,Delivered,No,,,Not Applicable,1198,8,02-12-2024
UT-100234,03-12-2024,CUST_10233,New,TOP-SWT-S,Tops,Cropped Sweater,2199,1,2199,,0,Debit Card,Instagram Shop,Darjeeling,West Bengal,Delhi,12-12-2024,Delivered,Yes,Size Issue,03-01-2025,Processed,2199,9,02-12-2024
UT-100235,03-12-2024,CUST_10234,New,DRS-WRM-M,Dresses,Wrap Dress,2499,1,2499,Dec-20,20,Credit Card,Website,Gangtok,Sikkim,Delhi,12-12-2024,Delivered,No,,,Not Applicable,2499,9,02-12-2024
UT-100236,03-12-2024,CUST_10235,New,BOT-WOL-L,Bottoms,Wool Trousers,2999,1,2999,,0,UPI,Mobile App,Shillong,Meghalaya,Delhi,14-12-2024,Delivered,Yes,Quality Defect,05-01-2025,Processed,2999,11,02-12-2024
UT-100237,03-12-2024,CUST_10236,New,OUT-DWN-M,Outerwear,Down Jacket,7999,1,7999,Dec-20,20,Wallet,Instagram Shop,Leh,Ladakh,Delhi,14-12-2024,Delivered,No,,,Not Applicable,7999,11,02-12-2024
UT-100238,04-12-2024,CUST_10237,Returning,TOP-VLV-S,Tops,Velvet Top,1999,1,1999,,0,Credit Card,Website,Ooty,Tamil Nadu,Bangalore,13-12-2024,Delivered,No,,,Not Applicable,1999,9,02-12-2024
UT-100239,04-12-2024,CUST_10238,New,ACC-ERM-OS,Accessories,Ear Muffs,499,2,998,Dec-20,20,COD,Mobile App,Munnar,Kerala,Bangalore,13-12-2024,Delivered,No,,,Not Applicable,998,9,02-12-2024
UT-100240,04-12-2024,CUST_10239,New,DRS-NYE-S,Dresses,Sequin Party Dress,4999,1,4999,,0,Debit Card,Instagram Shop,Goa,Goa,Mumbai,14-12-2024,Delivered,Yes,Size Issue,06-01-2025,Processed,4999,10,02-12-2024
UT-100241,04-12-2024,CUST_10240,New,TOP-SPK-M,Tops,Sparkle Top,2299,1,2299,Dec-20,20,UPI,Website,Mumbai,Maharashtra,Mumbai,13-12-2024,Delivered,No,,,Not Applicable,2299,9,02-12-2024
UT-100242,05-12-2024,CUST_10241,New,BOT-VLV-S,Bottoms,Velvet Pants,2599,1,2599,,0,Credit Card,Mobile App,Bangalore,Karnataka,Bangalore,15-12-2024,Delivered,Yes,Changed Mind,08-01-2025,Processed,2599,10,02-12-2024
UT-100243,05-12-2024,CUST_10242,Returning,OUT-FUR-L,Outerwear,Faux Fur Coat,8999,1,8999,Dec-20,20,Wallet,Instagram Shop,Delhi,Delhi,Delhi,17-12-2024,Delivered,Yes,Size Issue,10-01-2025,Pending,8999,12,02-12-2024
UT-100244,05-12-2024,CUST_10243,New,ACC-CLT-OS,Accessories,Evening Clutch,1799,1,1799,,0,UPI,Website,Hyderabad,Telangana,Bangalore,16-12-2024,Delivered,No,,,Not Applicable,1799,11,02-12-2024
UT-100245,05-12-2024,CUST_10244,New,TOP-MET-S,Tops,Metallic Blouse,2199,1,2199,,0,Debit Card,Mobile App,Chennai,Tamil Nadu,Bangalore,16-12-2024,Delivered,No,,,Not Applicable,2199,11,02-12-2024
UT-100246,06-12-2024,CUST_10245,New,DRS-GLT-M,Dresses,Glitter Dress,3799,1,3799,Dec-20,20,COD,Instagram Shop,Pune,Maharashtra,Mumbai,18-12-2024,Delivered,Yes,Quality Defect,12-01-2025,Processed,3799,12,02-12-2024
UT-100247,06-12-2024,CUST_10246,New,BOT-SLK-S,Bottoms,Silk Trousers,2899,1,2899,,0,Credit Card,Website,Kolkata,West Bengal,Delhi,18-12-2024,Delivered,No,,,Not Applicable,2899,12,02-12-2024
UT-100248,06-12-2024,CUST_10247,Returning,OUT-CPE-M,Outerwear,Velvet Cape,4599,1,4599,Dec-20,20,UPI,Mobile App,Jaipur,Rajasthan,Delhi,19-12-2024,Delivered,Yes,Size Issue,14-01-2025,Processed,4599,13,02-12-2024
UT-100249,06-12-2024,CUST_10248,New,ACC-HDB-OS,Accessories,Embellished Handbag,2499,1,2499,,0,Wallet,Instagram Shop,Lucknow,Uttar Pradesh,Delhi,19-12-2024,Delivered,No,,,Not Applicable,2499,13,02-12-2024
UT-100250,07-12-2024,CUST_10249,New,TOP-NYE-XS,Tops,Party Bodysuit,1899,1,1899,,0,Debit Card,Website,Goa,Goa,Mumbai,,RTO,No,,,Not Applicable,1899,-45633,02-12-2024
UT-100251,07-12-2024,CUST_10250,New,DRS-CCT-S,Dresses,Cocktail Dress,3299,1,3299,Dec-20,20,Credit Card,Mobile App,Mumbai,Maharashtra,Mumbai,20-12-2024,Delivered,No,,,Not Applicable,3299,13,02-12-2024
UT-100252,07-12-2024,CUST_10251,New,BOT-SQN-M,Bottoms,Sequin Skirt,2199,1,2199,,0,COD,Instagram Shop,Delhi,Delhi,Delhi,21-12-2024,Delivered,Yes,Damaged in Transit,15-01-2025,Pending,2199,14,02-12-2024
UT-100253,07-12-2024,CUST_10252,Returning,OUT-BLZ-S,Outerwear,Tuxedo Blazer,5499,1,5499,Dec-20,20,UPI,Website,Bangalore,Karnataka,Bangalore,21-12-2024,Delivered,No,,,Not Applicable,5499,14,02-12-2024
UT-100254,08-12-2024,CUST_10253,New,ACC-TRA-OS,Accessories,Tiara Headband,999,1,999,,0,Wallet,Mobile App,Ahmedabad,Gujarat,Mumbai,22-12-2024,Delivered,No,,,Not Applicable,999,14,02-12-2024
UT-100255,08-12-2024,CUST_10254,New,TOP-OFF-M,Tops,Off-Shoulder Top,1699,2,3398,,0,Debit Card,Instagram Shop,Surat,Gujarat,Mumbai,22-12-2024,Delivered,Yes,Size Issue,16-01-2025,Processed,3398,14,02-12-2024
UT-100256,08-12-2024,CUST_10255,New,DRS-BLB-S,Dresses,Balloon Sleeve Dress,2799,1,2799,Dec-20,20,Credit Card,Website,Vadodara,Gujarat,Mumbai,23-12-2024,Delivered,Yes,Wrong Item,18-01-2025,Processed,2799,15,02-12-2024
UT-100257,08-12-2024,CUST_10256,New,BOT-WDE-L,Bottoms,Wide Leg Pants,2299,1,2299,,0,UPI,Mobile App,Rajkot,Gujarat,Mumbai,23-12-2024,Delivered,No,,,Not Applicable,2299,15,02-12-2024
UT-100258,09-12-2024,CUST_10257,Returning,OUT-SQN-M,Outerwear,Sequin Jacket,5999,1,5999,,0,COD,Instagram Shop,Kanpur,Uttar Pradesh,Delhi,24-12-2024,Delivered,Yes,Changed Mind,20-01-2025,Processed,5999,15,09-12-2024
UT-100259,09-12-2024,CUST_10258,New,ACC-PRT-OS,Accessories,Party Earrings,899,2,1798,Dec-20,20,Wallet,Website,Mumbai,Maharashtra,Mumbai,23-12-2024,Delivered,No,,,Not Applicable,1798,14,09-12-2024
UT-100260,09-12-2024,CUST_10259,New,TOP-FTH-S,Tops,Feather Trim Top,2099,1,2099,,0,Debit Card,Mobile App,Delhi,Delhi,Delhi,24-12-2024,Delivered,Yes,Quality Defect,19-01-2025,Processed,2099,15,09-12-2024
UT-100261,10-12-2024,CUST_10260,New,DRS-PRY-M,Dresses,Party Maxi,3999,1,3999,,0,Credit Card,Instagram Shop,Chandigarh,Punjab,Delhi,25-12-2024,Delivered,Yes,Size Issue,22-01-2025,Processed,3999,15,09-12-2024
UT-100262,10-12-2024,CUST_10261,New,BOT-GLM-S,Bottoms,Glam Pants,2499,1,2499,Dec-20,20,UPI,Website,Noida,Uttar Pradesh,Delhi,25-12-2024,Delivered,No,,,Not Applicable,2499,15,09-12-2024
UT-100263,10-12-2024,CUST_10262,Returning,OUT-LME-L,Outerwear,Lame Blazer,4899,1,4899,,0,COD,Mobile App,Gurgaon,Haryana,Delhi,26-12-2024,Delivered,Yes,Wrong Item,23-01-2025,Processed,4899,16,09-12-2024
UT-100264,10-12-2024,CUST_10263,New,ACC-NYE-OS,Accessories,NYE Headpiece,1199,1,1199,,0,Wallet,Instagram Shop,Indore,Madhya Pradesh,Mumbai,25-12-2024,Delivered,No,,,Not Applicable,1199,15,09-12-2024
UT-100265,10-12-2024,CUST_10264,New,TOP-SHM-M,Tops,Shimmer Top,1899,1,1899,Dec-20,20,Debit Card,Website,Surat,Gujarat,Mumbai,26-12-2024,Delivered,Yes,Damaged in Transit,21-01-2025,Processed,1899,16,09-12-2024
UT-100266,11-12-2024,CUST_10265,New,DRS-CNT-L,Dresses,Countdown Dress,3599,1,3599,,0,Credit Card,Mobile App,Patna,Bihar,Delhi,27-12-2024,Delivered,No,,,Not Applicable,3599,16,09-12-2024
UT-100267,11-12-2024,CUST_10266,New,BOT-CHM-S,Bottoms,Champagne Pants,2699,1,2699,,0,UPI,Instagram Shop,Bhopal,Madhya Pradesh,Mumbai,27-12-2024,Delivered,Yes,Size Issue,24-01-2025,Processed,2699,16,09-12-2024
UT-100268,11-12-2024,CUST_10267,Returning,OUT-RSE-M,Outerwear,Rose Gold Jacket,5599,1,5599,Dec-20,20,COD,Website,Nagpur,Maharashtra,Mumbai,28-12-2024,Delivered,Yes,Changed Mind,25-01-2025,Processed,5599,17,09-12-2024
UT-100269,11-12-2024,CUST_10268,New,ACC-MSK-OS,Accessories,Mask Chain,399,3,1197,,0,Wallet,Mobile App,Coimbatore,Tamil Nadu,Bangalore,27-12-2024,Delivered,No,,,Not Applicable,1197,16,09-12-2024
UT-100270,12-12-2024,CUST_10269,New,TOP-CEL-L,Tops,Celebration Top,2199,1,2199,,0,Debit Card,Instagram Shop,Kochi,Kerala,Bangalore,28-12-2024,Delivered,Yes,Quality Defect,23-01-2025,Processed,2199,16,09-12-2024
UT-100271,12-12-2024,CUST_10270,New,DRS-MID-S,Dresses,Midnight Dress,4299,1,4299,Dec-20,20,Credit Card,Website,Vizag,Andhra Pradesh,Bangalore,29-12-2024,Delivered,No,,,Not Applicable,4299,17,09-12-2024
UT-100272,12-12-2024,CUST_10271,New,BOT-NYS-M,Bottoms,NYE Skirt,2399,1,2399,,0,UPI,Mobile App,Thiruvananthapuram,Kerala,Bangalore,29-12-2024,Delivered,Yes,Wrong Item,26-01-2025,Processed,2399,17,09-12-2024
UT-100273,12-12-2024,CUST_10272,Returning,OUT-FRS-L,Outerwear,Frost Jacket,6299,1,6299,,0,COD,Instagram Shop,Mysore,Karnataka,Bangalore,,RTO,No,,,Not Applicable,6299,-45638,09-12-2024
UT-100274,13-12-2024,CUST_10273,New,ACC-SPR-OS,Accessories,Sparkle Hair Clip,599,2,1198,Dec-20,20,Wallet,Website,Vadodara,Gujarat,Mumbai,29-12-2024,Delivered,No,,,Not Applicable,1198,16,09-12-2024
UT-100275,13-12-2024,CUST_10274,New,TOP-GLS-M,Tops,Glass Bead Top,2399,1,2399,,0,Debit Card,Mobile App,Rajkot,Gujarat,Mumbai,30-12-2024,Delivered,Yes,Size Issue,27-01-2025,Processed,2399,17,09-12-2024
UT-100276,13-12-2024,CUST_10275,New,DRS-FNL-L,Dresses,Finale Gown,5999,1,5999,,0,Credit Card,Instagram Shop,Kanpur,Uttar Pradesh,Delhi,31-12-2024,Delivered,Yes,Damaged in Transit,28-01-2025,Processed,5999,18,09-12-2024
UT-100277,13-12-2024,CUST_10276,New,BOT-PRY-S,Bottoms,Party Leggings,1899,1,1899,Dec-20,20,UPI,Website,Mumbai,Maharashtra,Mumbai,30-12-2024,Delivered,No,,,Not Applicable,1899,17,09-12-2024
UT-100278,14-12-2024,CUST_10277,Returning,OUT-CHR-M,Outerwear,Christmas Jacket,4999,1,4999,,0,COD,Mobile App,Delhi,Delhi,Delhi,31-12-2024,Delivered,Yes,Changed Mind,29-01-2025,Processed,4999,17,09-12-2024
UT-100279,14-12-2024,CUST_10278,New,ACC-BLS-OS,Accessories,Blush Bag,1699,1,1699,,0,Wallet,Instagram Shop,Kolkata,West Bengal,Delhi,30-12-2024,Delivered,Yes,Quality Defect,26-01-2025,Processed,1699,16,09-12-2024
UT-100280,14-12-2024,CUST_10279,New,TOP-YRS-L,Tops,Year End Top,2099,1,2099,Dec-20,20,Debit Card,Website,Chennai,Tamil Nadu,Bangalore,31-12-2024,Delivered,No,,,Not Applicable,2099,17,09-12-2024
UT-100281,14-12-2024,CUST_10280,New,DRS-EVE-S,Dresses,Evening Elegance,4599,1,4599,,0,Credit Card,Mobile App,Hyderabad,Telangana,Bangalore,02-01-2025,Delivered,Yes,Size Issue,30-01-2025,Processed,4599,19,09-12-2024
UT-100282,15-12-2024,CUST_10281,New,BOT-FNS-M,Bottoms,Finish Line Pants,2299,1,2299,,0,UPI,Instagram Shop,Pune,Maharashtra,Mumbai,02-01-2025,Delivered,No,,,Not Applicable,2299,18,09-12-2024
UT-100283,15-12-2024,CUST_10282,Returning,OUT-NYB-L,Outerwear,NYE Blazer,5799,1,5799,Dec-20,20,COD,Website,Ahmedabad,Gujarat,Mumbai,03-01-2025,Delivered,Yes,Wrong Item,31-01-2025,Processed,5799,19,09-12-2024
UT-100284,15-12-2024,CUST_10283,New,ACC-CNT-OS,Accessories,Countdown Earrings,799,2,1598,,0,Wallet,Mobile App,Jaipur,Rajasthan,Delhi,02-01-2025,Delivered,No,,,Not Applicable,1598,18,09-12-2024
UT-100285,15-12-2024,CUST_10284,New,TOP-LST-S,Tops,Last Dance Top,1999,1,1999,,0,Debit Card,Instagram Shop,Lucknow,Uttar Pradesh,Delhi,03-01-2025,Delivered,Yes,Damaged in Transit,30-01-2025,Processed,1999,19,09-12-2024
UT-100286,16-12-2024,CUST_10285,New,DRS-BLS-M,Dresses,Bliss Dress,3899,1,3899,Dec-20,20,Credit Card,Website,Bangalore,Karnataka,Bangalore,04-01-2025,Delivered,Yes,Size Issue,01-02-2025,Processed,3899,19,16-12-2024
UT-100287,16-12-2024,CUST_10286,New,BOT-END-L,Bottoms,Year End Pants,2599,1,2599,,0,UPI,Mobile App,Mumbai,Maharashtra,Mumbai,04-01-2025,Delivered,No,,,Not Applicable,2599,19,16-12-2024
UT-100288,16-12-2024,CUST_10287,New,OUT-CLB-M,Outerwear,Celebration Blazer,5299,1,5299,,0,COD,Instagram Shop,Delhi,Delhi,Delhi,05-01-2025,Delivered,Yes,Changed Mind,02-02-2025,Processed,5299,20,16-12-2024
UT-100289,16-12-2024,CUST_10288,Returning,ACC-FNL-OS,Accessories,Finale Necklace,1399,1,1399,Dec-20,20,Wallet,Website,Chandigarh,Punjab,Delhi,04-01-2025,Delivered,No,,,Not Applicable,1399,19,16-12-2024
UT-100290,17-12-2024,CUST_10289,New,TOP-PRY-M,Tops,Party Essential Top,1799,1,1799,,0,Debit Card,Mobile App,Noida,Uttar Pradesh,Delhi,05-01-2025,Delivered,Yes,Quality Defect,01-02-2025,Processed,1799,19,16-12-2024
UT-100291,17-12-2024,CUST_10290,New,DRS-SHN-L,Dresses,Shine On Dress,4199,1,4199,,0,Credit Card,Instagram Shop,Gurgaon,Haryana,Delhi,06-01-2025,Delivered,Yes,Size Issue,03-02-2025,Processed,4199,20,16-12-2024
UT-100292,17-12-2024,CUST_10291,New,BOT-GLD-S,Bottoms,Gold Rush Pants,2799,1,2799,Dec-20,20,UPI,Website,Indore,Madhya Pradesh,Mumbai,06-01-2025,Delivered,No,,,Not Applicable,2799,20,16-12-2024
UT-100293,17-12-2024,CUST_10292,New,OUT-DZL-M,Outerwear,Dazzle Jacket,5499,1,5499,,0,COD,Mobile App,Surat,Gujarat,Mumbai,07-01-2025,Delivered,Yes,Wrong Item,04-02-2025,Processed,5499,21,16-12-2024
UT-100294,18-12-2024,CUST_10293,Returning,ACC-GLW-OS,Accessories,Glow Bracelet,699,2,1398,,0,Wallet,Instagram Shop,Patna,Bihar,Delhi,06-01-2025,Delivered,No,,,Not Applicable,1398,19,16-12-2024
UT-100295,18-12-2024,CUST_10294,New,TOP-SLB-L,Tops,Celebrate Top,2299,1,2299,Dec-20,20,Debit Card,Website,Bhopal,Madhya Pradesh,Mumbai,07-01-2025,Delivered,Yes,Damaged in Transit,03-02-2025,Processed,2299,20,16-12-2024
UT-100296,18-12-2024,CUST_10295,New,DRS-RDY-S,Dresses,Ready to Party Dress,3599,1,3599,,0,Credit Card,Mobile App,Nagpur,Maharashtra,Mumbai,08-01-2025,Delivered,No,,,Not Applicable,3599,21,16-12-2024
UT-100297,18-12-2024,CUST_10296,New,BOT-BRT-M,Bottoms,Bright Night Pants,2499,1,2499,,0,UPI,Instagram Shop,Coimbatore,Tamil Nadu,Bangalore,08-01-2025,Delivered,Yes,Size Issue,05-02-2025,Processed,2499,21,16-12-2024
UT-100298,19-12-2024,CUST_10297,New,OUT-END-L,Outerwear,End of Year Coat,6799,1,6799,Dec-20,20,COD,Website,Kochi,Kerala,Bangalore,09-01-2025,Delivered,Yes,Changed Mind,06-02-2025,Processed,6799,21,16-12-2024
UT-100299,19-12-2024,CUST_10298,Returning,ACC-MRY-OS,Accessories,Merry Earrings,599,3,1797,,0,Wallet,Mobile App,Vizag,Andhra Pradesh,Bangalore,08-01-2025,Delivered,No,,,Not Applicable,1797,20,16-12-2024
UT-100300,19-12-2024,CUST_10299,New,TOP-JOY-M,Tops,Joyful Top,1899,1,1899,,0,Debit Card,Instagram Shop,Thiruvananthapuram,Kerala,Bangalore,09-01-2025,Delivered,Yes,Quality Defect,05-02-2025,Processed,1899,21,16-12-2024
UT-100301,19-12-2024,CUST_10300,New,DRS-WND-L,Dresses,Winter Wonder Dress,4499,1,4499,Dec-20,20,Credit Card,Website,Mysore,Karnataka,Bangalore,10-01-2025,Delivered,Yes,Size Issue,07-02-2025,Processed,4499,22,16-12-2024
UT-100302,20-12-2024,CUST_10301,New,BOT-FST-S,Bottoms,Festive Pants,2199,1,2199,,0,UPI,Mobile App,Vadodara,Gujarat,Mumbai,10-01-2025,Delivered,No,,,Not Applicable,2199,21,16-12-2024
UT-100303,20-12-2024,CUST_10302,New,OUT-HOL-M,Outerwear,Holiday Jacket,5199,1,5199,,0,COD,Instagram Shop,Rajkot,Gujarat,Mumbai,11-01-2025,Delivered,Yes,Wrong Item,08-02-2025,Processed,5199,22,16-12-2024
UT-100304,20-12-2024,CUST_10303,Returning,ACC-CHR-OS,Accessories,Christmas Brooch,499,2,998,Dec-20,20,Wallet,Website,Kanpur,Uttar Pradesh,Delhi,10-01-2025,Delivered,No,,,Not Applicable,998,21,16-12-2024
UT-100305,20-12-2024,CUST_10304,New,TOP-SNW-L,Tops,Snow White Top,2099,1,2099,,0,Debit Card,Mobile App,Mumbai,Maharashtra,Mumbai,11-01-2025,Delivered,Yes,Damaged in Transit,07-02-2025,Processed,2099,22,16-12-2024
UT-100306,21-12-2024,CUST_10305,New,DRS-ICE-S,Dresses,Ice Queen Dress,3999,1,3999,,0,Credit Card,Instagram Shop,Delhi,Delhi,Delhi,12-01-2025,Delivered,Yes,Size Issue,09-02-2025,Processed,3999,22,16-12-2024
UT-100307,21-12-2024,CUST_10306,New,BOT-FRZ-M,Bottoms,Frozen Pants,2399,1,2399,Dec-20,20,UPI,Website,Kolkata,West Bengal,Delhi,12-01-2025,Delivered,No,,,Not Applicable,2399,22,16-12-2024
UT-100308,21-12-2024,CUST_10307,New,OUT-WNT-L,Outerwear,Winter Wonderland Coat,7299,1,7299,,0,COD,Mobile App,Chennai,Tamil Nadu,Bangalore,13-01-2025,Delivered,Yes,Changed Mind,10-02-2025,Processed,7299,23,16-12-2024
UT-100309,21-12-2024,CUST_10308,Returning,ACC-SNF-OS,Accessories,Snowflake Pendant,899,1,899,,0,Wallet,Instagram Shop,Hyderabad,Telangana,Bangalore,12-01-2025,Delivered,Yes,Quality Defect,08-02-2025,Processed,899,22,16-12-2024
UT-100310,22-12-2024,CUST_10309,New,TOP-XMS-M,Tops,Christmas Spirit Top,1999,1,1999,Dec-20,20,Debit Card,Website,Pune,Maharashtra,Mumbai,13-01-2025,Delivered,No,,,Not Applicable,1999,22,16-12-2024
UT-100311,22-12-2024,CUST_10310,New,DRS-NYR-L,Dresses,New Year Ready Dress,4699,1,4699,,0,Credit Card,Mobile App,Ahmedabad,Gujarat,Mumbai,14-01-2025,Delivered,Yes,Size Issue,11-02-2025,Processed,4699,23,16-12-2024
UT-100312,22-12-2024,CUST_10311,New,BOT-HLD-S,Bottoms,Holiday Special Pants,2299,1,2299,,0,UPI,Instagram Shop,Jaipur,Rajasthan,Delhi,14-01-2025,Delivered,No,,,Not Applicable,2299,23,16-12-2024
UT-100313,22-12-2024,CUST_10312,New,OUT-CEL-M,Outerwear,Celebrate Blazer,5399,1,5399,Dec-20,20,COD,Website,Lucknow,Uttar Pradesh,Delhi,15-01-2025,Delivered,Yes,Wrong Item,12-02-2025,Processed,5399,24,16-12-2024
UT-100314,23-12-2024,CUST_10313,Returning,ACC-WRM-OS,Accessories,Warm Wishes Scarf,1199,1,1199,,0,Wallet,Mobile App,Bangalore,Karnataka,Bangalore,14-01-2025,Delivered,No,,,Not Applicable,1199,22,23-12-2024
UT-100315,23-12-2024,CUST_10314,New,TOP-FLK-L,Tops,Snowflake Top,2199,1,2199,,0,Debit Card,Instagram Shop,Mumbai,Maharashtra,Mumbai,15-01-2025,Delivered,Yes,Damaged in Transit,11-02-2025,Processed,2199,23,23-12-2024
UT-100316,23-12-2024,CUST_10315,New,DRS-SPR-S,Dresses,Sparkle Season Dress,3799,1,3799,Dec-20,20,Credit Card,Website,Delhi,Delhi,Delhi,16-01-2025,Delivered,Yes,Size Issue,13-02-2025,Processed,3799,24,23-12-2024
UT-100317,23-12-2024,CUST_10316,New,BOT-CHR-M,Bottoms,Cheer Pants,2499,1,2499,,0,UPI,Mobile App,Chandigarh,Punjab,Delhi,16-01-2025,Delivered,No,,,Not Applicable,2499,24,23-12-2024
UT-100318,24-12-2024,CUST_10317,New,OUT-XMS-L,Outerwear,Christmas Coat,6499,1,6499,,0,COD,Instagram Shop,Noida,Uttar Pradesh,Delhi,17-01-2025,Delivered,Yes,Changed Mind,14-02-2025,Processed,6499,24,23-12-2024
UT-100319,24-12-2024,CUST_10318,Returning,ACC-BEL-OS,Accessories,Bell Earrings,499,3,1497,Dec-20,20,Wallet,Website,Gurgaon,Haryana,Delhi,16-01-2025,Delivered,No,,,Not Applicable,1497,23,23-12-2024
UT-100320,24-12-2024,CUST_10319,New,TOP-RDR-M,Tops,Reindeer Top,1799,1,1799,,0,Debit Card,Mobile App,Indore,Madhya Pradesh,Mumbai,17-01-2025,Delivered,Yes,Quality Defect,13-02-2025,Processed,1799,24,23-12-2024
UT-100321,24-12-2024,CUST_10320,New,DRS-STR-L,Dresses,Star Bright Dress,4299,1,4299,,0,Credit Card,Instagram Shop,Surat,Gujarat,Mumbai,18-01-2025,Delivered,Yes,Size Issue,15-02-2025,Processed,4299,25,23-12-2024
UT-100322,25-12-2024,CUST_10321,New,BOT-MRY-S,Bottoms,Merry Leggings,1899,1,1899,Dec-20,20,UPI,Website,Patna,Bihar,Delhi,18-01-2025,Delivered,No,,,Not Applicable,1899,24,23-12-2024
UT-100323,25-12-2024,CUST_10322,New,OUT-JOL-M,Outerwear,Jolly Jacket,4999,1,4999,,0,COD,Mobile App,Bhopal,Madhya Pradesh,Mumbai,19-01-2025,Delivered,Yes,Wrong Item,16-02-2025,Processed,4999,25,23-12-2024
